Ticket_ID,Created_Date,Region,City,Issue_Category,Priority,Resolution_Time_Hours,Customer_Type,Satisfaction_Score
514110,2022-03-24,Central,Delhi,Service,Low,155,New,4
514111,2023-06-19,Central,Hyderabad,Network,Medium,209,nan,4
514112,2022-08-19,South,Hyderabad,Network,Medium,123,Existing,3
514113,2023-03-24,North,Hyderabad,Software,High,72,nan,2
514114,2023-03-19,nan,Mumbai,Hardware,Medium,219,Existing,3
514115,2024-02-13,Central,nan,Billing,Critical,230,nan,4
514116,2022-01-20,Central,Pune,Network,Medium,140,Existing,5
514117,2024-01-27,East,Mumbai,Software,Medium,86,Existing,3
514118,2023-11-19,West,Kolkata,Hardware,Low,139,Existing,5
514119,2023-08-16,South,Kolkata,Software,Medium,166,Existing,4
514120,2023-08-13,nan,Chennai,Billing,High,,Existing,2
514121,2024-05-21,West,Kolkata,nan,High,238,Existing,4
514122,2023-01-14,East,Chennai,nan,Medium,54,New,3
514123,2023-01-05,nan,Hyderabad,Hardware,Critical,47,Existing,3
514124,2022-06-15,West,Pune,Billing,Critical,114,Existing,4
514125,2022-09-06,East,Delhi,Software,High,226,New,3
514126,2023-01-12,North,Delhi,Service,Medium,89,New,2
514127,2023-05-26,Central,Delhi,Network,Critical,204,New,
514128,2023-04-24,Central,Mumbai,nan,Critical,113,New,4
514129,2022-01-17,nan,Pune,Network,Medium,117,Existing,2
514130,2022-01-16,Central,Pune,Service,Critical,10,nan,
514131,2022-06-17,East,nan,nan,Medium,226,New,4
514132,2023-08-04,South,Delhi,Software,High,137,Existing,
514133,2022-12-11,East,Mumbai,Software,Low,84,New,2
514134,2024-01-30,North,Chennai,Billing,Low,77,Existing,2
514135,2022-07-12,North,Mumbai,Service,Medium,138,Existing,3
514136,2022-07-14,West,Kolkata,Service,Medium,94,New,4
514137,2023-04-12,West,Kolkata,Hardware,Medium,85,New,4
514138,2024-02-10,South,Delhi,Billing,Low,122,New,3
514139,2022-07-26,nan,Chennai,Service,Critical,187,Existing,
514140,2022-11-24,East,Hyderabad,Network,High,151,Existing,5
514141,2023-05-04,South,Ahmedabad,Software,Low,218,Existing,3
514142,2023-03-20,North,Pune,Network,Low,193,New,3
514143,2023-06-28,North,Ahmedabad,Network,Medium,210,Existing,3
514144,2022-09-21,Central,Ahmedabad,Network,Low,55,nan,2
514145,2022-11-28,Central,Ahmedabad,Billing,Critical,42,New,2
514146,2024-05-15,East,Ahmedabad,Service,Low,103,Existing,4
514147,2023-03-25,East,Kolkata,Service,Low,32,Existing,2
514148,2022-09-08,nan,Kolkata,Hardware,High,79,Existing,2
514149,2023-06-28,Central,Hyderabad,Software,Low,224,Existing,3
514150,2022-01-27,East,Bengaluru,Hardware,Critical,92,Existing,4
514151,2022-06-27,North,Pune,nan,High,224,Existing,5
514152,2024-05-22,East,Hyderabad,nan,Low,63,Existing,2
514153,2023-09-30,West,Pune,Hardware,Medium,121,Existing,
514154,2024-02-17,East,nan,Hardware,Low,154,Existing,1
514155,2022-12-30,Central,Kolkata,Service,High,32,New,
514156,2023-10-15,West,Delhi,Hardware,Medium,215,New,4
514157,2023-04-25,nan,Pune,Network,Medium,83,New,
514158,2022-06-29,Central,Chennai,Billing,Critical,120,Existing,5
514159,2023-08-16,East,Bengaluru,Billing,Low,224,nan,3
514160,2023-08-02,nan,Kolkata,Billing,Medium,26,nan,1
514161,2022-09-30,South,Pune,Network,Low,58,Existing,
514162,2022-10-18,West,Hyderabad,Hardware,High,29,Existing,3
514163,2023-01-26,East,Ahmedabad,Billing,Medium,59,New,4
514164,2024-06-04,South,Delhi,Billing,Low,164,nan,4
514165,2024-05-01,East,Kolkata,Billing,Low,21,New,1
514166,2024-04-04,North,Bengaluru,nan,Low,102,New,3
514167,2023-01-03,nan,Chennai,Hardware,High,61,Existing,1
514168,2023-01-09,nan,Bengaluru,Hardware,Medium,28,Existing,5
514169,2023-11-26,West,nan,Network,Medium,36,Existing,5
514170,2023-05-01,East,Pune,Hardware,High,95,Existing,3
514171,2022-05-06,West,Chennai,Service,Low,15,Existing,5
514172,2023-04-27,West,Bengaluru,Hardware,Critical,234,Existing,5
514173,2024-03-09,East,Delhi,Billing,Medium,16,Existing,1
514174,2022-04-22,West,Kolkata,Software,Medium,221,Existing,3
514175,2022-08-11,East,Pune,nan,Medium,166,New,3
514176,2022-06-18,South,Ahmedabad,nan,High,119,Existing,4
514177,2022-04-18,North,Chennai,Service,Critical,26,New,
514178,2023-05-29,West,Bengaluru,Network,Medium,192,Existing,
514179,2022-04-24,West,Kolkata,Service,Low,130,Existing,
514180,2023-06-30,nan,nan,Network,Critical,210,Existing,4
514181,2022-07-22,North,Hyderabad,Software,High,94,Existing,4
514182,2023-12-13,Central,Kolkata,Service,High,232,Existing,5
514183,2022-09-10,South,Hyderabad,Network,Low,194,nan,2
514184,2022-01-07,Central,Chennai,Hardware,Low,11,New,2
514185,2022-07-23,Central,Hyderabad,Billing,Medium,137,Existing,3
514186,2023-11-20,West,Kolkata,Network,Low,61,nan,5
514187,2023-04-01,South,Ahmedabad,Network,Medium,172,Existing,1
514188,2023-08-31,South,Bengaluru,Hardware,Medium,16,New,3
514189,2023-10-07,Central,Pune,nan,High,209,Existing,3
514190,2022-07-28,Central,Delhi,Service,Medium,41,New,2
514191,2023-11-23,West,Hyderabad,Network,Critical,81,New,1
514192,2022-02-04,nan,Bengaluru,Service,Low,179,New,2
514193,2022-03-10,North,nan,Billing,High,90,New,1
514194,2023-09-21,North,Bengaluru,nan,Medium,125,Existing,5
514195,2022-06-26,West,Bengaluru,Hardware,Medium,111,Existing,4
514196,2022-05-24,Central,Hyderabad,Billing,Low,24,Existing,2
514197,2022-10-02,Central,Kolkata,Service,High,107,nan,5
514198,2023-12-27,North,Hyderabad,Network,Low,90,New,5
514199,2022-12-24,North,Delhi,Billing,Medium,125,Existing,
514200,2024-03-30,South,Chennai,Software,Medium,28,Existing,3
514201,2023-10-15,West,Mumbai,Software,Medium,24,Existing,3
514202,2022-03-29,Central,Kolkata,Network,Medium,235,New,5
514203,2022-11-06,West,Pune,Hardware,Medium,108,nan,3
514204,2022-05-23,nan,nan,Software,Medium,239,Existing,1
514205,2023-10-03,West,Delhi,Software,High,110,New,4
514206,2023-08-11,Central,Chennai,Service,High,194,Existing,5
514207,2023-11-20,nan,nan,Network,Low,37,New,5
514208,2023-08-11,North,Bengaluru,Hardware,Medium,87,Existing,5
514209,2022-05-03,North,Hyderabad,Service,High,214,New,4
514210,2024-03-01,South,Bengaluru,Billing,Critical,44,New,3
514211,2022-08-17,South,Delhi,Billing,Critical,29,Existing,3
514212,2022-11-13,South,Mumbai,Network,High,217,New,4
514213,2023-02-18,Central,Ahmedabad,Billing,Low,181,New,3
514214,2022-04-30,North,nan,Service,Medium,140,Existing,4
514215,2022-08-23,South,Chennai,Network,Critical,54,New,3
514216,2023-08-14,North,Chennai,Service,Low,188,nan,2
514217,2024-04-20,South,Kolkata,nan,High,107,New,1
514218,2023-09-10,Central,Hyderabad,Hardware,Medium,179,New,2
514219,2022-07-03,South,Delhi,Software,Low,56,New,4
514220,2022-06-01,West,Chennai,Hardware,High,206,Existing,5
514221,2023-12-26,East,Mumbai,Software,Low,41,nan,3
514222,2023-12-30,South,nan,Billing,Low,60,New,2
514223,2023-08-13,Central,Hyderabad,Billing,High,187,Existing,2
514224,2023-02-11,Central,Delhi,Service,Medium,47,New,1
514225,2023-10-12,North,Pune,Network,Low,212,New,4
514226,2024-03-26,West,Pune,Software,Medium,133,New,
514227,2023-04-20,nan,Delhi,Software,Low,236,nan,
514228,2022-09-05,West,Mumbai,Billing,Medium,115,nan,3
514229,2023-06-09,North,Kolkata,Service,Low,50,New,3
514230,2022-12-29,South,Pune,Billing,High,6,Existing,5
514231,2022-06-18,East,Bengaluru,nan,Medium,72,Existing,3
514232,2024-06-14,Central,Pune,Network,High,26,New,3
514233,2023-05-04,Central,Mumbai,Billing,Low,4,Existing,5
514234,2023-05-26,South,Ahmedabad,nan,High,76,New,4
514235,2023-12-13,Central,Kolkata,Service,Low,16,Existing,3
514236,2022-11-23,nan,Chennai,Network,Low,43,Existing,3
514237,2022-09-06,North,Chennai,Service,Low,65,Existing,
514238,2023-08-06,West,Hyderabad,Service,Critical,156,Existing,3
514239,2024-02-04,South,Hyderabad,Billing,Low,119,Existing,4
514240,2022-12-17,North,Kolkata,Billing,Medium,87,Existing,4
514241,2023-07-18,nan,Delhi,Software,Low,230,Existing,1
514242,2023-02-17,Central,Hyderabad,Service,Medium,7,Existing,
514243,2023-04-24,South,nan,nan,Medium,23,nan,4
514244,2022-06-12,East,Chennai,Service,Low,38,Existing,5
514245,2023-05-20,West,Delhi,Software,Medium,139,New,4
514246,2023-11-07,South,Delhi,Software,Medium,107,Existing,4
514247,2023-02-24,East,Chennai,Service,Low,16,New,4
514248,2023-08-04,North,nan,Network,Low,119,Existing,3
514249,2023-01-12,Central,Mumbai,Software,Low,,Existing,
514250,2024-04-02,West,Kolkata,Hardware,Medium,126,New,1
514251,2023-03-20,South,Hyderabad,Software,Critical,136,Existing,3
514252,2023-10-16,South,Pune,Network,High,15,Existing,5
514253,2023-11-26,Central,Hyderabad,Service,Critical,234,nan,1
514254,2023-12-29,nan,Delhi,Service,Medium,178,New,1
514255,2024-01-14,North,Delhi,Billing,Medium,111,New,2
514256,2022-02-19,North,Bengaluru,Software,Medium,108,Existing,2
514257,2022-05-07,nan,Chennai,Network,Medium,146,New,4
514258,2023-11-02,South,Mumbai,Network,Low,183,New,5
514259,2023-05-06,North,Chennai,Service,Medium,161,nan,3
514260,2022-10-10,West,Hyderabad,nan,High,64,New,4
514261,2022-08-16,Central,Delhi,Network,Medium,230,Existing,4
514262,2022-08-11,Central,Bengaluru,Network,Medium,132,Existing,4
514263,2022-03-18,Central,Kolkata,Network,Critical,140,New,
514264,2023-10-15,South,Chennai,Billing,Medium,114,New,2
514265,2024-04-02,nan,Mumbai,Hardware,Critical,212,New,
514266,2023-07-07,South,Ahmedabad,Software,Low,182,New,3
514267,2023-04-18,East,Ahmedabad,Software,Low,66,Existing,2
514268,2023-12-19,South,Ahmedabad,Software,Medium,112,New,
514269,2022-04-01,South,Pune,Billing,Medium,66,Existing,
514270,2024-05-22,North,Ahmedabad,nan,Low,63,New,4
514271,2022-10-09,Central,Ahmedabad,Software,Medium,216,Existing,2
514272,2024-03-13,Central,Mumbai,Software,High,50,Existing,5
514273,2023-02-02,West,Delhi,Service,Medium,62,Existing,2
514274,2022-02-26,Central,Chennai,nan,Medium,72,Existing,2
514275,2023-01-29,nan,Mumbai,Hardware,Critical,20,Existing,3
514276,2023-07-07,South,nan,Software,Medium,220,Existing,2
514277,2022-12-10,East,Delhi,Service,High,199,New,3
514278,2023-08-09,Central,nan,Hardware,Low,65,New,1
514279,2022-01-11,North,Bengaluru,Billing,Low,20,New,
514280,2023-06-07,South,Chennai,Billing,Low,130,nan,3
514281,2023-11-17,West,Bengaluru,Hardware,Low,130,Existing,5
514282,2024-04-24,Central,Pune,Billing,Medium,81,New,4
514283,2023-12-12,North,Delhi,Billing,Medium,165,New,5
514284,2023-10-03,South,Delhi,Hardware,High,,Existing,3
514285,2022-05-18,nan,Chennai,Hardware,Medium,155,Existing,3
514286,2023-01-04,nan,Ahmedabad,Network,Medium,153,nan,4
514287,2024-01-08,South,Hyderabad,nan,Medium,140,nan,4
514288,2022-06-10,West,Chennai,Network,Low,114,Existing,3
514289,2023-09-19,West,Mumbai,Network,Critical,50,nan,5
514290,2023-09-18,nan,nan,Service,Low,226,Existing,3
514291,2023-06-07,East,Mumbai,nan,High,152,New,5
514292,2022-10-13,South,Delhi,Network,Medium,147,Existing,3
514293,2022-08-25,Central,Bengaluru,Hardware,Low,211,New,4
514294,2022-07-14,nan,Ahmedabad,Hardware,Low,70,New,
514295,2022-08-15,Central,Delhi,Hardware,Medium,229,Existing,
514296,2023-01-18,Central,Delhi,Billing,High,55,Existing,2
514297,2024-03-19,South,Delhi,Service,Low,144,nan,4
514298,2022-01-28,West,Mumbai,Service,Low,170,Existing,5
514299,2023-12-12,Central,Delhi,nan,Medium,196,Existing,5
514300,2022-12-20,nan,Bengaluru,Billing,High,228,Existing,5
514301,2024-06-14,nan,Pune,nan,Medium,50,New,4
514302,2024-04-06,North,Mumbai,Software,Critical,103,New,3
514303,2023-09-21,North,Ahmedabad,Software,Low,124,New,
514304,2024-02-23,North,Kolkata,Network,Medium,24,Existing,1
514305,2023-06-26,West,Ahmedabad,Service,High,72,Existing,
514306,2022-10-15,South,Hyderabad,Network,Low,167,New,1
514307,2023-04-29,South,Hyderabad,nan,Medium,29,New,3
514308,2024-02-24,West,Kolkata,Billing,Medium,159,Existing,3
514309,2023-05-22,East,Delhi,Network,Medium,73,Existing,3
514310,2024-01-12,Central,Mumbai,Hardware,Low,,Existing,
514311,2022-05-07,nan,Chennai,Billing,Medium,176,Existing,5
514312,2023-03-06,Central,Kolkata,Network,Low,132,New,3
514313,2022-08-12,North,Bengaluru,Software,Medium,109,Existing,2
514314,2023-01-12,East,Delhi,nan,Low,147,New,4
514315,2022-06-02,East,Bengaluru,Hardware,Low,104,New,4
514316,2023-10-09,Central,Ahmedabad,Hardware,Critical,114,New,
514317,2022-02-23,North,Pune,Hardware,Medium,161,Existing,4
514318,2022-08-07,nan,Chennai,Billing,Medium,238,Existing,2
514319,2024-04-15,Central,nan,Hardware,Medium,121,Existing,5
514320,2022-02-03,South,Hyderabad,Hardware,Low,28,New,2
514321,2023-04-27,South,Mumbai,Hardware,Medium,226,New,4
514322,2023-12-30,North,Chennai,Network,Medium,54,New,
514323,2022-01-15,North,Ahmedabad,Billing,Low,77,Existing,3
514324,2024-05-06,South,Chennai,Billing,Low,121,nan,4
514325,2023-01-05,nan,nan,Billing,Critical,45,New,1
514326,2023-10-21,nan,Pune,Network,High,187,New,3
514327,2022-06-08,South,Bengaluru,Network,High,208,Existing,3
514328,2023-12-19,nan,Chennai,Service,Medium,101,New,3
514329,2023-07-17,nan,Hyderabad,Network,Low,6,Existing,5
514330,2023-06-25,Central,Hyderabad,Network,High,71,New,5
514331,2023-06-27,South,Kolkata,Billing,Critical,69,New,1
514332,2022-12-23,Central,Mumbai,nan,Medium,217,Existing,4
514333,2024-03-02,West,Chennai,Software,Low,175,Existing,4
514334,2023-04-18,East,Bengaluru,Billing,Medium,179,New,2
514335,2024-01-19,East,nan,Hardware,Medium,187,New,4
514336,2023-04-22,nan,Ahmedabad,Billing,Medium,132,Existing,3
514337,2022-05-04,East,Kolkata,Software,Medium,122,New,2
514338,2024-03-06,East,Pune,Service,Critical,128,Existing,1
514339,2022-05-04,East,Hyderabad,Hardware,Medium,160,New,
514340,2022-03-01,Central,Chennai,Hardware,Low,159,New,3
514341,2024-04-10,East,Bengaluru,Hardware,Low,146,New,1
514342,2022-03-24,nan,Bengaluru,Hardware,Low,116,Existing,3
514343,2022-01-23,Central,Ahmedabad,Software,High,22,New,4
514344,2024-03-31,nan,Pune,Network,Medium,129,Existing,5
514345,2023-03-27,West,Ahmedabad,Hardware,Low,216,New,3
514346,2024-01-04,South,Delhi,Hardware,Low,138,Existing,1
514347,2024-01-01,North,Hyderabad,Hardware,Medium,67,New,4
514348,2022-04-10,nan,Chennai,Software,Low,64,Existing,5
514349,2023-01-17,East,Mumbai,Network,Medium,236,New,5
514350,2024-04-25,West,Kolkata,Service,Medium,114,Existing,4
514351,2022-06-24,Central,Mumbai,Software,Medium,120,Existing,2
514352,2023-09-17,East,Kolkata,Service,Low,152,New,5
514353,2022-11-26,East,Bengaluru,Software,Low,225,New,
514354,2023-09-04,West,Mumbai,nan,Low,203,New,3
514355,2023-03-26,West,Pune,Hardware,Medium,64,New,3
514356,2023-03-20,nan,Mumbai,Billing,High,234,Existing,3
514357,2024-01-19,East,nan,Network,Critical,77,New,3
514358,2023-02-28,North,Kolkata,Billing,Medium,17,New,1
514359,2023-01-06,Central,Delhi,Hardware,Low,41,nan,3
514360,2022-08-09,East,Ahmedabad,Network,Low,108,nan,4
514361,2022-07-24,East,Kolkata,Network,Low,181,New,2
514362,2022-04-27,Central,Hyderabad,nan,Low,215,New,3
514363,2022-02-12,South,Pune,Hardware,Low,108,New,3
514364,2022-04-11,North,Hyderabad,Software,Low,130,Existing,2
514365,2023-05-25,Central,Mumbai,Hardware,Low,1,Existing,2
514366,2024-06-02,Central,Mumbai,Service,Low,147,New,3
514367,2022-02-12,East,Delhi,Billing,Medium,196,New,1
514368,2022-06-10,West,Mumbai,Network,Medium,14,New,3
514369,2024-01-14,nan,Mumbai,Network,Low,208,Existing,4
514370,2023-03-10,East,Delhi,Network,Critical,151,Existing,3
514371,2024-02-18,Central,Hyderabad,Billing,Medium,149,Existing,4
514372,2023-05-01,West,Hyderabad,Network,Critical,128,nan,
514373,2022-12-11,nan,Kolkata,Hardware,Medium,88,Existing,3
514374,2023-12-03,East,Bengaluru,Network,Low,138,New,4
514375,2023-11-15,nan,Ahmedabad,Network,High,232,New,2
514376,2024-06-08,South,Pune,Hardware,Medium,202,Existing,4
514377,2022-08-09,South,Delhi,Billing,High,120,Existing,5
514378,2022-09-22,East,Bengaluru,Software,Low,193,Existing,3
514379,2022-03-07,Central,Kolkata,Network,Low,73,New,5
514380,2023-04-22,nan,Hyderabad,Billing,Medium,87,New,5
514381,2023-07-21,South,Mumbai,Hardware,Medium,168,New,4
514382,2023-04-06,nan,Kolkata,Service,Critical,232,Existing,2
514383,2022-03-09,nan,Kolkata,Billing,High,210,New,3
514384,2022-10-16,North,nan,Software,High,175,New,2
514385,2022-04-26,North,Hyderabad,Hardware,Low,168,Existing,4
514386,2023-01-30,West,Bengaluru,Billing,High,72,New,4
514387,2022-04-12,West,Delhi,Network,High,230,Existing,2
514388,2023-09-16,nan,Pune,Service,High,205,New,4
514389,2024-04-23,South,Kolkata,Billing,Low,152,Existing,2
514390,2022-07-19,North,Hyderabad,Network,Critical,196,Existing,4
514391,2024-04-09,Central,Chennai,Hardware,Medium,167,New,2
514392,2023-03-03,nan,Bengaluru,Hardware,Medium,22,Existing,4
514393,2022-02-24,Central,Mumbai,Hardware,Critical,48,Existing,1
514394,2022-08-12,West,Mumbai,Hardware,Low,170,Existing,1
514395,2022-03-20,nan,Mumbai,Billing,Medium,181,Existing,2
514396,2023-11-28,Central,Hyderabad,nan,Medium,139,Existing,5
514397,2022-06-25,nan,Mumbai,Software,High,24,New,2
514398,2024-04-28,North,Ahmedabad,Software,Medium,109,Existing,2
514399,2023-07-05,North,Pune,Service,Low,99,Existing,
514400,2024-01-29,South,Mumbai,Network,Low,123,Existing,4
514401,2022-02-12,nan,Chennai,Network,Critical,220,Existing,
514402,2023-05-23,South,Hyderabad,Software,Medium,190,New,2
514403,2022-07-04,nan,nan,Software,Medium,196,nan,1
514404,2023-05-08,Central,Chennai,Hardware,High,46,Existing,2
514405,2023-07-29,Central,Chennai,Network,Low,19,Existing,2
514406,2022-10-31,North,Delhi,Service,Low,229,New,5
514407,2023-05-22,East,Bengaluru,Network,High,124,New,5
514408,2023-05-23,West,Ahmedabad,Network,High,190,Existing,1
514409,2022-12-14,South,Delhi,Software,Medium,22,Existing,4
514410,2023-02-25,nan,Kolkata,Hardware,High,226,Existing,2
514411,2022-03-01,North,Mumbai,Network,High,78,Existing,5
514412,2023-10-09,nan,Kolkata,nan,High,142,Existing,
514413,2022-03-20,North,Mumbai,Network,Low,94,New,3
514414,2022-05-27,North,Pune,Billing,Medium,5,Existing,1
514415,2023-05-29,Central,Kolkata,Billing,Critical,111,Existing,4
514416,2023-01-25,nan,Ahmedabad,nan,Medium,47,New,4
514417,2022-03-23,North,Pune,Service,Medium,73,nan,5
514418,2023-07-15,South,Ahmedabad,Network,Medium,212,nan,2
514419,2024-03-31,nan,Mumbai,Hardware,Low,38,Existing,
514420,2023-06-28,West,Mumbai,Billing,Medium,89,New,5
514421,2023-01-16,Central,Delhi,Software,Low,29,Existing,
514422,2022-11-01,East,Pune,Service,High,7,New,3
514423,2022-12-06,North,Bengaluru,Network,Medium,179,New,4
514424,2022-06-27,Central,Pune,Software,Low,79,nan,3
514425,2023-10-03,South,nan,Billing,Low,75,Existing,3
514426,2024-06-04,East,Bengaluru,Hardware,High,201,New,3
514427,2023-10-31,West,Delhi,Hardware,Low,153,Existing,
514428,2023-10-12,South,Chennai,Hardware,High,12,Existing,4
514429,2023-03-27,East,Pune,Service,Low,32,Existing,2
514430,2022-06-16,West,nan,Billing,High,205,Existing,1
514431,2023-06-13,nan,Delhi,Service,Low,57,Existing,
514432,2022-09-08,South,Ahmedabad,nan,High,63,Existing,3
514433,2023-05-01,East,Kolkata,Network,High,189,New,5
514434,2023-11-27,North,Chennai,Hardware,Low,137,New,4
514435,2022-03-29,South,Mumbai,Billing,Medium,232,Existing,4
514436,2023-05-29,West,Chennai,Billing,High,193,Existing,5
514437,2022-01-11,North,Kolkata,Service,Medium,63,Existing,4
514438,2022-03-12,East,nan,Network,Medium,171,nan,2
514439,2023-02-01,West,nan,Billing,Low,230,Existing,
514440,2024-02-16,West,Mumbai,Software,Low,181,New,4
514441,2024-02-26,South,Kolkata,Software,Medium,123,Existing,4
514442,2023-02-10,Central,Ahmedabad,Network,Medium,193,Existing,3
514443,2022-07-02,nan,Ahmedabad,Network,High,237,New,4
514444,2022-02-02,North,nan,Service,Low,175,Existing,2
514445,2024-06-18,East,Bengaluru,Service,High,134,New,2
514446,2022-11-19,South,nan,Service,Medium,96,Existing,3
514447,2023-10-21,West,Hyderabad,nan,Low,147,New,4
514448,2024-03-19,North,Delhi,Billing,Low,201,nan,2
514449,2023-12-12,nan,Delhi,Hardware,High,11,New,3
514450,2022-07-26,West,Ahmedabad,Hardware,Low,191,New,3
514451,2024-03-08,North,Chennai,Software,Medium,130,Existing,5
514452,2023-10-28,North,Bengaluru,nan,Low,4,Existing,3
514453,2023-09-28,nan,Ahmedabad,Service,Medium,198,New,5
514454,2022-09-22,Central,Kolkata,Software,Medium,98,Existing,1
514455,2022-04-15,North,nan,Service,Critical,60,Existing,4
514456,2023-01-07,West,nan,Billing,Low,43,Existing,5
514457,2023-07-14,East,Kolkata,nan,Medium,74,Existing,5
514458,2024-05-05,South,Mumbai,Billing,Medium,100,New,4
514459,2022-03-02,Central,Hyderabad,Hardware,Medium,179,Existing,5
514460,2023-10-24,East,Hyderabad,Billing,Low,56,New,3
514461,2023-02-24,South,Ahmedabad,Service,Medium,107,Existing,3
514462,2022-07-28,South,Bengaluru,Network,Medium,72,Existing,5
514463,2023-12-11,nan,Mumbai,Network,Low,23,Existing,4
514464,2022-10-27,South,Bengaluru,Hardware,Medium,62,New,2
514465,2023-09-22,South,Ahmedabad,Network,Medium,197,Existing,3
514466,2023-03-21,West,Mumbai,Software,Medium,142,New,4
514467,2022-01-14,Central,Kolkata,Software,Critical,38,Existing,4
514468,2023-07-18,nan,Delhi,Software,Low,210,Existing,5
514469,2023-02-10,West,nan,Service,Medium,105,Existing,
514470,2022-06-01,nan,Mumbai,Network,Low,11,Existing,4
514471,2022-08-24,Central,Mumbai,Billing,Low,90,Existing,2
514472,2022-02-06,North,Delhi,Billing,Critical,149,New,4
514473,2022-07-29,East,Bengaluru,Network,Low,137,Existing,
514474,2022-05-22,South,Mumbai,Billing,Low,23,New,3
514475,2024-05-05,North,Hyderabad,nan,Medium,93,Existing,5
514476,2022-11-25,East,Hyderabad,Network,Low,171,New,3
514477,2023-03-09,Central,Bengaluru,Billing,Medium,52,New,1
514478,2022-01-15,South,Pune,Network,High,86,Existing,3
514479,2022-10-04,West,Bengaluru,Hardware,Low,6,nan,2
514480,2023-12-18,East,Kolkata,Service,Medium,149,New,4
514481,2023-10-14,North,Chennai,Billing,Low,167,New,4
514482,2022-12-12,nan,Pune,Service,Medium,221,Existing,2
514483,2023-04-10,South,Kolkata,Service,High,183,Existing,3
514484,2024-01-02,West,Kolkata,Software,Low,20,Existing,3
514485,2022-05-25,North,nan,Service,Critical,99,New,2
514486,2023-06-20,East,Chennai,Billing,High,133,Existing,1
514487,2024-04-30,West,Pune,Network,Medium,192,New,4
514488,2023-08-21,nan,Bengaluru,Billing,Critical,211,Existing,2
514489,2022-04-08,North,Kolkata,Billing,High,167,New,3
514490,2024-01-01,West,Bengaluru,Hardware,Medium,106,nan,5
514491,2024-05-25,North,Chennai,Billing,Medium,180,New,5
514492,2022-09-21,East,Chennai,Billing,Critical,56,New,5
514493,2022-07-05,East,Chennai,Hardware,Medium,203,Existing,3
514494,2023-02-04,North,Pune,Software,Critical,145,New,2
514495,2023-02-26,Central,Kolkata,Billing,Medium,52,Existing,5
514496,2023-04-06,East,Pune,Billing,Medium,146,Existing,3
514497,2022-11-23,nan,Delhi,Network,Low,189,New,4
514498,2022-08-26,Central,Bengaluru,Network,High,170,New,5
514499,2022-03-02,North,Ahmedabad,Software,Medium,222,New,4
514500,2022-11-24,West,Hyderabad,Billing,Low,224,Existing,3
514501,2024-04-11,Central,Pune,Hardware,Medium,155,nan,
514502,2022-05-11,West,Ahmedabad,nan,Low,13,Existing,1
514503,2022-03-13,nan,Mumbai,Software,Low,45,Existing,4
514504,2023-08-19,East,Delhi,Hardware,Medium,12,Existing,4
514505,2022-11-24,West,Pune,Service,Medium,200,New,2
514506,2024-06-17,Central,Chennai,Service,Low,27,Existing,2
514507,2023-02-19,North,Delhi,Service,High,177,New,2
514508,2023-01-03,West,Mumbai,Network,Critical,206,New,2
514509,2022-03-31,East,Bengaluru,Software,Medium,69,Existing,5
514510,2023-10-11,nan,Pune,Service,High,234,Existing,1
514511,2023-12-30,West,Kolkata,Software,Low,201,Existing,1
514512,2023-03-14,East,Mumbai,Network,High,97,Existing,4
514513,2023-03-12,South,nan,Software,High,109,Existing,4
514514,2022-02-14,North,Hyderabad,Software,High,225,New,5
514515,2022-08-21,East,Bengaluru,Billing,Low,149,New,4
514516,2023-05-05,North,Hyderabad,Billing,Low,214,New,2
514517,2024-01-03,East,Delhi,Network,Low,59,New,4
514518,2022-03-04,nan,Bengaluru,Network,Medium,3,Existing,3
514519,2022-08-31,Central,Bengaluru,Billing,Low,59,Existing,5
514520,2022-09-13,Central,Delhi,Billing,Medium,90,New,4
514521,2023-05-16,North,Delhi,Network,Medium,194,New,
514522,2022-12-18,West,Hyderabad,Billing,Critical,132,Existing,3
514523,2022-08-09,East,Chennai,Service,High,7,Existing,3
514524,2023-05-26,nan,Hyderabad,Billing,Medium,235,nan,5
514525,2022-04-30,nan,Kolkata,Service,High,186,New,
514526,2023-11-08,North,Hyderabad,Network,Low,113,New,4
514527,2024-04-09,West,Ahmedabad,Service,High,192,New,5
514528,2022-01-05,nan,Mumbai,Hardware,Medium,174,New,4
514529,2023-06-11,East,Ahmedabad,Network,High,117,Existing,4
514530,2023-11-18,South,Delhi,Network,Medium,66,New,2
514531,2023-02-26,nan,Chennai,Hardware,High,136,Existing,3
514532,2023-12-25,nan,Ahmedabad,Software,Medium,205,Existing,1
514533,2023-04-22,North,Delhi,Billing,Low,80,Existing,4
514534,2024-06-04,nan,Bengaluru,Network,Medium,118,New,3
514535,2022-02-17,nan,Chennai,nan,Medium,29,New,5
514536,2022-03-30,Central,Kolkata,Network,Low,78,New,4
514537,2022-07-10,North,Mumbai,Software,Low,105,Existing,1
514538,2022-07-04,Central,Delhi,nan,High,150,New,5
514539,2023-04-04,West,Pune,Hardware,Medium,182,nan,3
514540,2023-02-08,East,Ahmedabad,Software,Medium,166,Existing,4
514541,2022-05-10,South,Delhi,Billing,Low,3,Existing,4
514542,2023-03-13,Central,Bengaluru,Network,High,8,Existing,1
514543,2022-02-17,nan,Kolkata,Billing,Medium,145,New,5
514544,2024-06-01,Central,Kolkata,Hardware,Low,123,nan,1
514545,2023-08-28,nan,Delhi,Hardware,Low,63,Existing,4
