SalesID,Product,Region,Sales,Year
1970,,East,419.0,2022
1971,Product A,South,,2022
1972,Product E,South,,2023
1973,Product D,West Coast,,2023
1974,Product C,North,599.0,2022
1975,,,716.0,2022
1976,,North,583.0,2023
1977,,East,710.0,2023
1978,Product D,West Coast,602.0,2023
1979,Product B,Central,512.0,2023
1980,Product E,East,891.0,2023
1981,,,,2022
1982,Product E,Central,472.0,2022
1983,Product A,Central,,2022
1984,Product C,South,,2022
1985,Product D,,835.0,2022
1986,Product B,South,,2022
1987,Product A,South,743.0,2023
1988,,Central,,2022
1989,Product C,North,,2023
1990,Product C,South,743.0,2022
1991,Product C,Central,435.0,2023
1992,Product D,West Coast,,2022
1993,Product E,Central,,2023
1994,Product B,North,560.0,2022
1995,,,,2023
1996,Product C,South,,2023
1997,Product D,West Coast,,2023
1998,Product E,North,489.0,2023
1999,Product B,Central,,2022
2000,,North,856.0,2022
